code,code_type,description,category,common_appeal_argument
N854,RARC,"Alert: If you have primary other health insurance (OHI) coverage that has denied services, you must exhaust all appeal levels with your primary OHI before we can consider your claim for reimbursement.",,
N855,RARC,"This coverage is subject to the exclusive jurisdiction of ERISA (1974), U.S.C. SEC 1001.",,
N856,RARC,"This coverage is not subject to the exclusive jurisdiction of ERISA (1974), U.S.C. SEC 1001.",,
N857,RARC,This claim has been adjusted/reversed. Refund any collected copayment to the member.,,
N858,RARC,Alert: State regulations relating to an Out of Network Medical Emergency Care Act were applied to the processing of this claim. Payment amounts are eligible for dispute following the state's documented appeal/ grievance/ arbitration process.,,
N859,RARC,Alert: The Federal No Surprise Billing Act was applied to the processing of this claim. Payment amounts are eligible for dispute pursuant to any Federal documented appeal/ grievance/ dispute resolution process(es).,,
N860,RARC,Alert: The Federal No Surprise Billing Act Qualified Payment Amount (QPA) was used to calculate the member cost share(s).,,
N861,RARC,Alert: Mismatch between the submitted Patient Liability/Share of Cost and the amount on record for this recipient.,,
N862,RARC,"Alert: Member cost share is in compliance with the No Surprises Act, and is calculated using the lesser of the QPA or billed charge.",,
N863,RARC,"Alert: This claim is subject to the No Surprises Act (NSA). The amount paid is the final out-of-network rate and was calculated based on an All Payer Model Agreement, in accordance with the NSA.",,
N864,RARC,Alert: This claim is subject to the No Surprises Act provisions that apply to emergency services.,,
N865,RARC,Alert: This claim is subject to the No Surprises Act provisions that apply to nonemergency services furnished by nonparticipating providers during a patient visit to a participating facility.,,
N866,RARC,Alert: This claim is subject to the No Surprises Act provisions that apply to services furnished by nonparticipating providers of air ambulance services.,,
N867,RARC,"Alert: Cost sharing was calculated based on a specified state law, in accordance with the No Surprises Act.",,
N868,RARC,"Alert: Cost sharing was calculated based on an All-Payer Model Agreement, in accordance with the No Surprises Act.",,
N869,RARC,"Alert: Cost sharing was calculated based on the qualifying payment amount, in accordance with the No Surprises Act.",,
N870,RARC,"Alert: In accordance with the No Surprises Act, cost sharing was based on the billed amount because the billed amount was lower than the qualifying payment amount.",,
N871,RARC,"Alert: This initial payment was calculated based on a specified state law, in accordance with the No Surprises Act.",,
N872,RARC,"Alert: This final payment was calculated based on a specified state law, in accordance with the No Surprises Act.",,
N873,RARC,"Alert: This final payment was calculated based on an All-Payer Model Agreement, in accordance with the No Surprises Act.",,
N874,RARC,"Alert: This final payment was determined through open negotiation, in accordance with the No Surprises Act.",,
N875,RARC,"Alert: This final payment equals the amount selected as the out-of-network rate by a Federal Independent Dispute Resolution Entity, in accordance with the No Surprises Act.",,
N876,RARC,Alert: This item or service is covered under the plan. This is a notice of denial of payment provided in accordance with the No Surprises Act. The provider or facility may initiate open negotiation if they desire to negotiate a higher out-of-network rate than the amount paid by the patient in cost sharing.,,
N877,RARC,Alert: This initial payment is provided in accordance with the No Surprises Act. The provider or facility may initiate open negotiation if they desire to negotiate a higher out-of-network rate.,,
N878,RARC,"Alert: The provider or facility specified that notice was provided and consent to balance bill obtained, but notice and consent was not provided and obtained in a manner consistent with applicable Federal law. Thus, cost sharing and the total amount paid have been calculated based on the requirements under the No Surprises Act, and balance billing is prohibited.",,
N879,RARC,"Alert: The notice and consent to balance bill, and to be charged out-of-network cost sharing, that was obtained from the patient with regard to the billed services, is not permitted for these services. Thus, cost sharing and the total amount paid have been calculated based on the requirements under the No Surprises Act, and balance billing is prohibited.",,
N880,RARC,Original claim closed due to changes in submitted data. Adjustment claim will be processed under a new claim number.,,
N881,RARC,"Client Obligation, patient responsibility for Home & Community Based Services (HCBS)",,
N882,RARC,Alert:Alert: The out-of-network payment and cost sharing amounts were based on the plan's allowance because the provider or facility obtained the patient's consent to waive the balance billing protections under the No Surprises Act.,,
N883,RARC,Alert: Processed according to state law,,
N884,RARC,Alert: The No Surprises Act may apply to this claim. Please contact payer for instructions on how to submit information regarding whether or not the item or service was furnished during a patient visit to a participating facility.,,
N885,RARC,Alert: This claim was not processed in accordance with the No Surprises Act cost-sharing or out-of-network payment requirements. The payer disagrees with your determination that those requirements apply. You may contact the payer to find out why it disagrees. You may appeal this adverse determination on behalf of the patient through the payer's internal appeals and external review processes.,,
N886,RARC,Alert: A Health Care Claim Request for Additional Information (277 RFAI) has been sent.,,
N887,RARC,"Providers not participating in the Medicare Advantage Plan have the right to appeal if the plan has partially or fully denied payment or if the provider believes the plan has not paid the services at the expected Medicare reimbursable rate or type of level/service. Providers may file their appeal in writing within 60 calendar days after the date of the remittance advice. For the plan to review the appeal, the plan will need a completed signed Waiver of Liability Statement. To obtain a Waiver of Liability form, please contact your Medicare Advantage Plan. Once we receive the completed forms, we will give you a decision on your appeal within 60 calendar days.",,
N888,RARC,Alert: An electronic request for additional information has been sent for this claim.,,
N889,RARC,"Alert: This claim was originally processed in real-time, and we sent a real-time 835 response.",,
N890,RARC,Electronic Visit Verification Data Element Requirements were not met.,,
N891,RARC,The maximum allowable payment for this service/procedure was paid by the primary insurance. No further payment due.,,
N892,RARC,The claim does not meet the criteria for acceptable use of the Delay Reason Code.,,
N893,RARC,Missing/incomplete/invalid child medical evaluation form/checklist.,,
N894,RARC,"Alert: These payments are made subject to a reservation of rights for the Payor to recoup or otherwise recover all or part of these payments based on any of the following: outcome of pending or future litigation/ new or updated state, federal or regulatory guidance/ any other actions that may affect the Payor's obligation to make these payments.",,
N895,RARC,Processed based on a negotiated fee schedule for a specialty drug program.,,
N896,RARC,Missing/incomplete/invalid trauma activation sheet.,,
N897,RARC,Missing/incomplete/invalid proof of member payment.,,
N898,RARC,Missing/incomplete/invalid Resource Utilization Group(s) (RUG) code(s).,,
N899,RARC,Missing Initial Evaluation Report.,,
N900,RARC,Missing Therapy Notes/Report.,,
N901,RARC,Incomplete/Invalid Therapy Notes/Report.,,
N902,RARC,Missing Health Risk Assessment (HRA).,,
N903,RARC,Incomplete/Invalid Health Risk Assessment (HRA).,,
N904,RARC,The transportation vendor is responsible for this claim.,,
N905,RARC,"Our records show you have opted out of Medicare, agreeing with the patient not to bill Medicare for services/tests/supplies furnished. As result, we cannot pay this claim. The patient is not responsible for payment.",,
N906,RARC,Service is not covered when patient is under age 45.,,
N907,RARC,No refund because this claim has been identified as 340B-eligible with a ceiling price lower than the maximum fair price.,,
N908,RARC,No refund because this drug has been prospectively purchased at the maximum fair price.,,
